column_index,column_name,column_role,feature_block,dtype,unit,description,source,missing_value_encoding,missing_count,missing_fraction,selected_final_D_tabular,selected_final_D_xgboost,selected_final_P_lightgbm
98,cheap__v3__rd2d_Chi0n,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_Chi0n,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
99,cheap__v3__rd2d_Chi0v,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_Chi0v,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
100,cheap__v3__rd2d_Chi1,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_Chi1,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,True
101,cheap__v3__rd2d_Chi1n,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_Chi1n,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
102,cheap__v3__rd2d_Chi1v,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_Chi1v,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
103,cheap__v3__rd2d_Chi2n,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_Chi2n,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
104,cheap__v3__rd2d_Chi2v,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_Chi2v,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
105,cheap__v3__rd2d_Chi3n,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_Chi3n,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
106,cheap__v3__rd2d_Chi3v,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_Chi3v,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
107,cheap__v3__rd2d_Chi4n,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_Chi4n,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
108,cheap__v3__rd2d_Chi4v,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_Chi4v,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
109,cheap__v3__rd2d_HallKierAlpha,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_HallKierAlpha,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
110,cheap__v3__rd2d_Ipc,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_Ipc,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
111,cheap__v3__rd2d_Kappa1,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_Kappa1,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
112,cheap__v3__rd2d_Kappa2,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_Kappa2,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
113,cheap__v3__rd2d_Kappa3,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_Kappa3,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
114,cheap__v3__rd2d_LabuteASA,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_LabuteASA,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
115,cheap__v3__rd2d_PEOE_VSA1,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_PEOE_VSA1,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
116,cheap__v3__rd2d_PEOE_VSA10,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_PEOE_VSA10,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
117,cheap__v3__rd2d_PEOE_VSA11,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_PEOE_VSA11,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
118,cheap__v3__rd2d_PEOE_VSA12,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_PEOE_VSA12,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
119,cheap__v3__rd2d_PEOE_VSA13,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_PEOE_VSA13,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
120,cheap__v3__rd2d_PEOE_VSA14,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_PEOE_VSA14,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
121,cheap__v3__rd2d_PEOE_VSA2,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_PEOE_VSA2,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
122,cheap__v3__rd2d_PEOE_VSA3,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_PEOE_VSA3,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
123,cheap__v3__rd2d_PEOE_VSA4,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_PEOE_VSA4,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
124,cheap__v3__rd2d_PEOE_VSA5,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_PEOE_VSA5,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
125,cheap__v3__rd2d_PEOE_VSA6,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_PEOE_VSA6,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
126,cheap__v3__rd2d_PEOE_VSA7,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_PEOE_VSA7,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
127,cheap__v3__rd2d_PEOE_VSA8,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_PEOE_VSA8,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
128,cheap__v3__rd2d_PEOE_VSA9,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_PEOE_VSA9,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
129,cheap__v3__rd2d_SMR_VSA1,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_SMR_VSA1,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
130,cheap__v3__rd2d_SMR_VSA10,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_SMR_VSA10,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
131,cheap__v3__rd2d_SMR_VSA2,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_SMR_VSA2,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
132,cheap__v3__rd2d_SMR_VSA3,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_SMR_VSA3,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
133,cheap__v3__rd2d_SMR_VSA4,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_SMR_VSA4,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
134,cheap__v3__rd2d_SMR_VSA5,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_SMR_VSA5,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
135,cheap__v3__rd2d_SMR_VSA6,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_SMR_VSA6,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
136,cheap__v3__rd2d_SMR_VSA7,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_SMR_VSA7,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
137,cheap__v3__rd2d_SMR_VSA8,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_SMR_VSA8,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
138,cheap__v3__rd2d_SMR_VSA9,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_SMR_VSA9,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
139,cheap__v3__rd2d_SlogP_VSA1,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_SlogP_VSA1,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
140,cheap__v3__rd2d_SlogP_VSA10,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_SlogP_VSA10,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
141,cheap__v3__rd2d_SlogP_VSA11,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_SlogP_VSA11,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
142,cheap__v3__rd2d_SlogP_VSA12,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_SlogP_VSA12,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
143,cheap__v3__rd2d_SlogP_VSA2,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_SlogP_VSA2,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
144,cheap__v3__rd2d_SlogP_VSA3,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_SlogP_VSA3,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
145,cheap__v3__rd2d_SlogP_VSA4,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_SlogP_VSA4,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
146,cheap__v3__rd2d_SlogP_VSA5,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_SlogP_VSA5,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
147,cheap__v3__rd2d_SlogP_VSA6,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_SlogP_VSA6,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
148,cheap__v3__rd2d_SlogP_VSA7,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_SlogP_VSA7,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
149,cheap__v3__rd2d_SlogP_VSA8,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_SlogP_VSA8,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
150,cheap__v3__rd2d_SlogP_VSA9,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_SlogP_VSA9,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
151,cheap__v3__rd2d_TPSA,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_TPSA,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
152,cheap__v3__rd2d_EState_VSA1,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_EState_VSA1,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
153,cheap__v3__rd2d_EState_VSA10,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_EState_VSA10,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
154,cheap__v3__rd2d_EState_VSA11,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_EState_VSA11,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
155,cheap__v3__rd2d_EState_VSA2,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_EState_VSA2,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
156,cheap__v3__rd2d_EState_VSA3,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_EState_VSA3,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
157,cheap__v3__rd2d_EState_VSA4,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_EState_VSA4,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
158,cheap__v3__rd2d_EState_VSA5,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_EState_VSA5,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
159,cheap__v3__rd2d_EState_VSA6,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_EState_VSA6,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
160,cheap__v3__rd2d_EState_VSA7,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_EState_VSA7,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
161,cheap__v3__rd2d_EState_VSA8,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_EState_VSA8,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
162,cheap__v3__rd2d_EState_VSA9,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_EState_VSA9,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
163,cheap__v3__rd2d_VSA_EState1,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_VSA_EState1,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
164,cheap__v3__rd2d_VSA_EState10,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_VSA_EState10,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
165,cheap__v3__rd2d_VSA_EState2,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_VSA_EState2,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
166,cheap__v3__rd2d_VSA_EState3,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_VSA_EState3,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
167,cheap__v3__rd2d_VSA_EState4,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_VSA_EState4,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
168,cheap__v3__rd2d_VSA_EState5,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_VSA_EState5,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
169,cheap__v3__rd2d_VSA_EState6,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_VSA_EState6,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
170,cheap__v3__rd2d_VSA_EState7,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_VSA_EState7,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
171,cheap__v3__rd2d_VSA_EState8,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_VSA_EState8,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,True
172,cheap__v3__rd2d_VSA_EState9,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_VSA_EState9,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,True,True,False
173,cheap__v3__rd2d_FractionCSP3,feature,cheap_rdkit_gasteiger_etkdg_mmff,float32,descriptor_specific_or_dimensionless,cheap_rdkit_gasteiger_etkdg_mmff feature: v3__rd2d_FractionCSP3,Local RDKit/Gasteiger/ETKDG/MMFF batch calculation,empty field in CSV,0,0,False,False,False
